Trial,Time BFS,Moves BFS,Time A*,Moves A*
52,0.016013145446777344,"(54, 1032, 1583, 1.238481349306474e-06)",0.034605979919433594,"(24, 873, 1551, 8.248268289768949e-06)"
53,0.010185003280639648,"(44, 694, 1051, 1.1560238621327902e-06)",0.018294811248779297,"(22, 620, 1051, 7.662968222693417e-06)"
54,0.0032401084899902344,"(43, 245, 363, 1.0712416047235495e-06)",0.07314491271972656,"(23, 1884, 3307, 1.0585438855508321e-05)"
55,0.007896900177001953,"(52, 516, 788, 1.1730315116456317e-06)",0.003612041473388672,"(20, 154, 258, 4.869098811186561e-06)"
56,0.008720159530639648,"(53, 197, 307, 1.1097724740590645e-06)",0.014179706573486328,"(21, 503, 835, 7.379840234082616e-06)"
57,0.0055849552154541016,"(58, 386, 571, 1.1023205758811296e-06)",0.44615912437438965,"(28, 7777, 16777, 1.357752382808571e-05)"
58,0.0038199424743652344,"(35, 262, 413, 1.0673994013530001e-06)",0.01679205894470215,"(21, 561, 948, 7.639202890516837e-06)"
59,0.005438089370727539,"(37, 381, 558, 1.1378291687230484e-06)",0.03974199295043945,"(23, 950, 1748, 8.805665598854047e-06)"
60,0.004007816314697266,"(37, 273, 418, 1.1133805416417465e-06)",0.06399011611938477,"(23, 1610, 2853, 1.0171606797232696e-05)"
61,0.0010952949523925781,"(17, 81, 114, 1.1063458626730401e-06)",0.0006740093231201172,"(13, 43, 61, 2.7320424064261013e-06)"
62,0.018192052841186523,"(71, 1155, 1841, 1.1861356686535638e-06)",0.005630970001220703,"(21, 217, 367, 5.706454492719687e-06)"
63,0.017403841018676758,"(46, 737, 1166, 1.1426097941848468e-06)",0.032572031021118164,"(22, 997, 1706, 9.323060861925168e-06)"
64,0.005588054656982422,"(37, 387, 568, 1.158932564963757e-06)",0.07722806930541992,"(25, 1943, 3530, 1.0191212294797384e-05)"
65,0.017631053924560547,"(59, 749, 1165, 1.152799876462748e-06)",0.007256031036376953,"(21, 254, 424, 6.865780308561505e-06)"
66,0.03502631187438965,"(87, 1717, 2734, 1.1861629527942404e-06)",0.024034738540649414,"(23, 764, 1337, 8.079483157766337e-06)"
67,0.0015218257904052734,"(39, 116, 163, 1.1306598873957534e-06)",0.014249086380004883,"(21, 473, 830, 7.259414856692394e-06)"
68,0.002424955368041992,"(30, 176, 258, 1.1172405509061592e-06)",0.004285097122192383,"(20, 170, 301, 4.880056032706733e-06)"
69,0.00621795654296875,"(35, 398, 625, 1.149749755859375e-06)",0.022207975387573242,"(21, 537, 902, 7.68014438400776e-06)"
70,0.009690999984741211,"(50, 645, 988, 1.1488976266220032e-06)",0.09200501441955566,"(24, 2251, 4086, 1.088667312674352e-05)"
71,0.024617910385131836,"(50, 1039, 1527, 1.254078603368533e-06)",0.057031869888305664,"(26, 1524, 2908, 9.606924148832424e-06)"
72,0.0022869110107421875,"(38, 162, 235, 1.0754199738198138e-06)",0.05644702911376953,"(24, 1353, 2460, 9.685415562575426e-06)"
73,0.0026161670684814453,"(45, 181, 267, 1.081366664014952e-06)",0.20232200622558594,"(27, 4365, 8330, 1.191500426769829e-05)"
74,0.0041429996490478516,"(48, 286, 427, 1.1474243092592762e-06)",0.17777705192565918,"(28, 3800, 7510, 1.1572666396789957e-05)"
75,0.02397894859313965,"(56, 1113, 1755, 1.1584018370364806e-06)",0.017188072204589844,"(22, 558, 976, 7.718068654419946e-06)"
76,0.008515119552612305,"(69, 565, 884, 1.1640436509076288e-06)",0.013377904891967773,"(23, 266, 469, 5.995032629732893e-06)"
77,0.0042841434478759766,"(35, 302, 457, 1.0721010504457569e-06)",0.0008819103240966797,"(17, 46, 73, 3.0667814489913314e-06)"
78,0.003206014633178711,"(36, 218, 324, 1.1567716245298033e-06)",0.013167858123779297,"(20, 465, 759, 7.50343161923455e-06)"
79,0.00403285026550293,"(36, 289, 421, 1.1048803986393075e-06)",0.024961233139038086,"(24, 745, 1344, 8.349972111838205e-06)"
80,0.011534690856933594,"(54, 371, 578, 1.1285696062662196e-06)",0.2010481357574463,"(26, 4016, 8204, 1.2103578975757466e-05)"
81,0.017965078353881836,"(62, 1145, 1813, 1.2631055997079469e-06)",0.005108833312988281,"(20, 205, 335, 5.462988099055504e-06)"
82,0.005384206771850586,"(35, 357, 558, 1.0968109185550374e-06)",0.0267946720123291,"(21, 649, 1086, 8.443442497464176e-06)"
83,0.013508081436157227,"(57, 875, 1336, 1.2533036534657736e-06)",0.040753841400146484,"(23, 996, 1762, 9.255701513214631e-06)"
84,0.0025718212127685547,"(52, 179, 265, 1.0913273073592276e-06)",0.32591795921325684,"(28, 6298, 12421, 1.2932072495043676e-05)"
85,0.0013132095336914062,"(29, 102, 139, 1.0668802604400854e-06)",0.001550912857055664,"(17, 79, 116, 3.995566532529633e-06)"
86,0.0038869380950927734,"(51, 262, 394, 1.105560264006484e-06)",0.08693575859069824,"(25, 2050, 3740, 1.0681534833449094e-05)"
87,0.00251007080078125,"(31, 162, 233, 1.1736742928304385e-06)",0.06435799598693848,"(23, 981, 1717, 1.4596299230878827e-05)"
88,0.003171682357788086,"(43, 188, 273, 1.2051928174364697e-06)",0.003487110137939453,"(17, 147, 228, 5.0371153312816955e-06)"
89,0.0003638267517089844,"(15, 36, 43, 1.1200128599654797e-06)",0.0008668899536132812,"(15, 52, 76, 2.5379030328047904e-06)"
90,0.003305196762084961,"(46, 244, 338, 1.1222602347650471e-06)",0.0009291172027587891,"(18, 48, 74, 3.196097709037162e-06)"
91,0.0064849853515625,"(50, 416, 647, 1.1659294965646734e-06)",0.09834122657775879,"(26, 2212, 4147, 1.0910625195600972e-05)"
92,0.006779193878173828,"(52, 430, 647, 1.2440511948174267e-06)",0.047714948654174805,"(24, 1103, 2033, 9.325063117196627e-06)"
93,0.000720977783203125,"(30, 57, 76, 1.0760206925241572e-06)",0.0011179447174072266,"(14, 55, 90, 3.650453355577257e-06)"
94,0.007893085479736328,"(47, 527, 803, 1.2238622454005487e-06)",0.05530285835266113,"(25, 1331, 2399, 9.521140114075445e-06)"
95,0.008710861206054688,"(66, 580, 907, 1.1547660617344699e-06)",0.08292102813720703,"(26, 1890, 3501, 1.0715352232474594e-05)"
96,0.01100015640258789,"(56, 674, 1035, 1.1920928955078125e-06)",0.011828899383544922,"(22, 400, 687, 7.056426446684236e-06)"
97,0.015928983688354492,"(50, 507, 811, 1.1347666033687192e-06)",0.020089149475097656,"(24, 590, 1040, 8.428555268507738e-06)"
98,0.004379749298095703,"(50, 269, 403, 1.2376468175694013e-06)",0.04723715782165527,"(24, 1094, 1949, 9.38701287118394e-06)"
99,0.004949092864990234,"(53, 338, 512, 1.1008232831954956e-06)",0.04788613319396973,"(23, 1386, 2457, 9.642124758244143e-06)"
100,0.016171932220458984,"(53, 592, 934, 1.129042157779669e-06)",0.019970178604125977,"(21, 650, 1118, 8.107724471254298e-06)"
101,0.004878044128417969,"(65, 320, 503, 1.135687704825733e-06)",0.025724172592163086,"(25, 773, 1414, 7.987022399902344e-06)"
102,0.009750604629516602,"(45, 238, 354, 1.1233960167836334e-06)",0.006467103958129883,"(21, 233, 409, 6.014677015085384e-06)"
103,0.00478816032409668,"(36, 304, 485, 1.1065571578507572e-06)",0.27400684356689453,"(28, 5274, 10533, 1.2265575426681693e-05)"
104,0.015883922576904297,"(73, 1034, 1590, 1.1800969921567905e-06)",0.017534971237182617,"(23, 591, 995, 7.667253963911354e-06)"
105,0.0064508914947509766,"(56, 446, 697, 1.1305213829708237e-06)",0.11422228813171387,"(26, 2544, 4744, 1.0681795631653141e-05)"
106,0.0011870861053466797,"(26, 90, 130, 1.0728836059570312e-06)",0.004524946212768555,"(18, 185, 297, 5.4290399005517415e-06)"
107,0.010478973388671875,"(48, 701, 1062, 1.1669489398963482e-06)",0.031864166259765625,"(22, 966, 1668, 9.223425702797137e-06)"
108,0.0020647048950195312,"(31, 157, 229, 1.105679174698076e-06)",0.017429113388061523,"(19, 379, 633, 7.124685374858067e-06)"
109,0.02121114730834961,"(70, 1380, 2099, 1.2178770867684388e-06)",0.04084587097167969,"(24, 992, 1800, 8.860031763712566e-06)"
110,0.009827136993408203,"(57, 653, 1011, 1.1538893249692832e-06)",0.01818108558654785,"(23, 588, 1028, 7.785479846167657e-06)"
111,0.020432233810424805,"(47, 891, 1376, 1.2166971384092818e-06)",0.03415083885192871,"(23, 1055, 1798, 9.03325298339029e-06)"
112,0.022310972213745117,"(73, 1006, 1556, 1.1548591456866816e-06)",0.012562274932861328,"(21, 410, 712, 7.555391011613139e-06)"
113,0.009756088256835938,"(43, 664, 1001, 1.1373114038061548e-06)",0.0028259754180908203,"(17, 122, 192, 5.214164654413859e-06)"
114,0.008911848068237305,"(58, 603, 915, 1.146754280465548e-06)",0.16231393814086914,"(26, 3557, 6830, 1.1538132741545514e-05)"
115,0.021908283233642578,"(57, 991, 1514, 1.1558734284051972e-06)",0.03150486946105957,"(23, 975, 1664, 8.9512994656196e-06)"
116,0.002104043960571289,"(49, 155, 230, 1.0448953379755434e-06)",0.09388113021850586,"(25, 2351, 4257, 1.0421977850761888e-05)"
117,0.013608932495117188,"(45, 503, 772, 1.1491651979752773e-06)",0.04938197135925293,"(25, 1378, 2524, 9.50547670222311e-06)"
118,0.027126073837280273,"(52, 1345, 2104, 1.1654634439446628e-06)",0.021613121032714844,"(22, 686, 1215, 7.848190182030446e-06)"
119,0.005373954772949219,"(41, 351, 522, 1.150529503365586e-06)",0.03980398178100586,"(23, 998, 1731, 9.171884229319555e-06)"
120,0.018943071365356445,"(73, 1251, 1880, 1.243834799908577e-06)",0.21227097511291504,"(27, 4372, 8409, 1.196306119536174e-05)"
121,0.009519815444946289,"(62, 604, 942, 1.1781724901462563e-06)",0.010303974151611328,"(22, 374, 634, 6.599757197527479e-06)"
122,0.027218103408813477,"(82, 1217, 1903, 1.1621496267714629e-06)",0.12822890281677246,"(26, 3045, 5701, 1.1140684185687167e-05)"
123,0.002749919891357422,"(44, 184, 279, 1.1339837077697972e-06)",0.06315183639526367,"(24, 1578, 2815, 1.0069394831547305e-05)"
124,0.0020868778228759766,"(27, 147, 215, 1.0978343874909157e-06)",0.010596036911010742,"(19, 376, 624, 7.132689158121745e-06)"
125,0.007483005523681641,"(58, 506, 749, 1.1338410931372038e-06)",0.00238800048828125,"(18, 110, 179, 4.364791529138661e-06)"
126,0.013664960861206055,"(44, 488, 744, 1.1776724169331212e-06)",0.028995037078857422,"(24, 918, 1591, 8.271970814837367e-06)"
127,0.0023529529571533203,"(41, 159, 239, 1.1342339934664291e-06)",0.008040904998779297,"(21, 306, 502, 6.238777798960409e-06)"
128,0.005146980285644531,"(48, 357, 536, 1.1529495467000932e-06)",0.0053310394287109375,"(20, 201, 337, 5.8925470188038995e-06)"
129,0.009493112564086914,"(47, 251, 374, 1.090095642416235e-06)",0.018190860748291016,"(23, 581, 1039, 7.444212824479104e-06)"
130,0.0021200180053710938,"(31, 154, 230, 1.0956888613493546e-06)",0.00410008430480957,"(17, 167, 260, 5.910946772648738e-06)"
131,0.006790876388549805,"(39, 465, 712, 1.1083785067783314e-06)",0.004570960998535156,"(19, 180, 296, 5.730906048336544e-06)"
132,0.0024919509887695312,"(32, 162, 238, 1.3383496709230566e-06)",0.004474163055419922,"(18, 186, 294, 5.70582694747821e-06)"
133,0.002299785614013672,"(50, 164, 249, 1.0848524101287964e-06)",0.0015621185302734375,"(16, 81, 125, 3.597259521484375e-06)"
134,0.001459360122680664,"(29, 110, 158, 1.2177455274364616e-06)",0.02507758140563965,"(21, 633, 1058, 8.096091012648239e-06)"
135,0.007981061935424805,"(35, 539, 852, 1.1059040194945717e-06)",0.002691030502319336,"(17, 127, 196, 4.555497850690569e-06)"
136,0.0025849342346191406,"(30, 193, 280, 1.0788440704345704e-06)",0.02301311492919922,"(22, 735, 1268, 8.147597688981788e-06)"
137,0.0026819705963134766,"(51, 192, 283, 1.0471883173966155e-06)",0.13422894477844238,"(27, 3072, 5787, 1.0617145586450503e-05)"
138,0.009246110916137695,"(44, 565, 892, 1.585804293508487e-06)",0.07937502861022949,"(24, 1964, 3531, 1.0439168627017012e-05)"
139,0.0021848678588867188,"(30, 161, 234, 1.0616758949736245e-06)",0.0043010711669921875,"(20, 160, 274, 5.730747306433907e-06)"
140,0.001561880111694336,"(35, 120, 172, 1.0340712791265443e-06)",0.010030031204223633,"(21, 345, 597, 7.0475254026889e-06)"
141,0.017924070358276367,"(50, 772, 1208, 1.1727509909118247e-06)",0.012067079544067383,"(22, 419, 707, 6.853100939889608e-06)"
142,0.004379987716674805,"(42, 292, 452, 1.0760484543521848e-06)",0.012159109115600586,"(20, 418, 687, 7.584625977095558e-06)"
143,0.007961273193359375,"(44, 537, 788, 1.237174581150113e-06)",0.019212007522583008,"(22, 446, 743, 7.771226310473271e-06)"
144,0.01437520980834961,"(38, 926, 1434, 1.234323243549512e-06)",0.008249998092651367,"(22, 298, 497, 6.549555051254795e-06)"
145,0.0246279239654541,"(62, 1118, 1766, 1.1731922153978358e-06)",0.01009511947631836,"(20, 370, 623, 6.8276498711893684e-06)"
146,0.0058400630950927734,"(57, 369, 568, 1.1727843486087422e-06)",0.08253002166748047,"(25, 2038, 3543, 1.058671355348437e-05)"
147,0.0016849040985107422,"(25, 98, 144, 1.18712584177653e-06)",0.009164094924926758,"(19, 344, 560, 6.8234545843941824e-06)"
148,0.022281885147094727,"(51, 912, 1438, 1.2143099258274295e-06)",0.014822959899902344,"(21, 502, 867, 7.628844546061761e-06)"
149,0.008461952209472656,"(72, 576, 856, 1.1751027864830516e-06)",0.2720201015472412,"(28, 5256, 10618, 1.2354901066426392e-05)"
150,0.015267133712768555,"(65, 974, 1492, 1.2286866318444464e-06)",0.033429861068725586,"(23, 810, 1402, 8.266764598634205e-06)"
151,0.016561031341552734,"(51, 1087, 1638, 1.187144036112542e-06)",0.021060943603515625,"(23, 664, 1174, 7.857862079366915e-06)"
152,0.024875164031982422,"(75, 1187, 1866, 1.231829325358073e-06)",0.00885772705078125,"(21, 321, 540, 6.44789801703559e-06)"
153,0.025065183639526367,"(59, 1114, 1755, 1.2024175747167692e-06)",0.005980968475341797,"(19, 237, 388, 5.969681690648659e-06)"
154,0.009888172149658203,"(49, 613, 959, 1.2239151876089595e-06)",0.1015007495880127,"(25, 1846, 3446, 1.3719515543100244e-05)"
155,0.003414154052734375,"(26, 238, 347, 1.0910913648797731e-06)",0.012274980545043945,"(20, 416, 711, 7.192126138636164e-06)"
156,0.007091045379638672,"(36, 451, 737, 1.167183491721082e-06)",0.038958072662353516,"(24, 954, 1716, 8.69088517480241e-06)"
157,0.016861915588378906,"(68, 1072, 1717, 1.197369486076164e-06)",0.01326298713684082,"(22, 445, 785, 7.002824431012391e-06)"
158,0.013704061508178711,"(53, 542, 824, 1.1015285566015151e-06)",0.03081488609313965,"(23, 946, 1644, 8.725046821464297e-06)"
159,0.0022249221801757812,"(38, 158, 236, 1.1052115488860566e-06)",0.013198137283325195,"(22, 437, 776, 7.16453975008935e-06)"
160,0.0020287036895751953,"(24, 146, 215, 1.0967254638671874e-06)",0.01165628433227539,"(18, 236, 356, 6.031454279181663e-06)"
161,0.00786590576171875,"(65, 534, 831, 1.0853640008919506e-06)",0.20946097373962402,"(27, 4350, 8297, 1.227773786151468e-05)"
162,0.005200862884521484,"(41, 341, 525, 1.1326017833891369e-06)",0.05415010452270508,"(23, 1383, 2386, 9.55972567587866e-06)"
163,0.010019063949584961,"(50, 652, 1001, 1.1978092250766811e-06)",0.07374906539916992,"(24, 1808, 3269, 1.0528780335350188e-05)"
164,0.004517316818237305,"(36, 299, 478, 1.1127862970200543e-06)",0.06621170043945312,"(24, 1614, 2990, 9.906571046963184e-06)"
165,0.004617929458618164,"(35, 303, 468, 1.1645830594576323e-06)",0.003284931182861328,"(17, 142, 227, 4.812484270675592e-06)"
166,0.0051419734954833984,"(54, 327, 492, 1.1979079828029726e-06)",0.15267682075500488,"(26, 3361, 6321, 1.1518812126759543e-05)"
167,0.019076108932495117,"(71, 1233, 1920, 1.1939555406570435e-06)",0.010596036911010742,"(19, 134, 229, 4.676752215389602e-06)"
168,0.0032672882080078125,"(54, 234, 352, 1.1040405793623491e-06)",0.015010595321655273,"(22, 507, 858, 7.2345311269337755e-06)"
169,0.008189916610717773,"(56, 557, 849, 1.1232913031875736e-06)",0.0040950775146484375,"(24, 154, 277, 4.931907791523296e-06)"
170,0.006341695785522461,"(61, 416, 634, 1.1928450045901518e-06)",0.004057168960571289,"(19, 166, 273, 5.15176263047662e-06)"
171,0.0041959285736083984,"(47, 290, 423, 1.146438273977726e-06)",0.17244815826416016,"(27, 3749, 7208, 1.1632597274441566e-05)"
172,0.011784076690673828,"(45, 334, 480, 1.1717279752095541e-06)",0.003612995147705078,"(17, 145, 227, 6.1978327545300455e-06)"
173,0.0008969306945800781,"(28, 69, 102, 1.0541841095569088e-06)",0.00177001953125,"(16, 82, 128, 4.049390554428101e-06)"
174,0.006033897399902344,"(62, 435, 621, 1.119530719259511e-06)",0.027409791946411133,"(22, 850, 1442, 8.968142960504752e-06)"
175,0.005934953689575195,"(55, 414, 617, 1.1240837060072048e-06)",0.04316210746765137,"(23, 1114, 1922, 9.145870665233664e-06)"
176,0.0010840892791748047,"(40, 88, 119, 1.0097728056066177e-06)",0.08465981483459473,"(26, 2089, 3782, 1.0357213234661874e-05)"
177,0.0001709461212158203,"(12, 18, 17, 1.121969784007353e-06)",0.00033092498779296875,"(12, 25, 33, 1.5461083614464961e-06)"
178,0.01579427719116211,"(69, 1030, 1585, 1.2030736881099665e-06)",0.03527188301086426,"(23, 849, 1522, 9.16141404742167e-06)"
179,0.0019969940185546875,"(36, 141, 207, 1.0723077156693464e-06)",0.01645970344543457,"(22, 536, 945, 7.642009270885003e-06)"
180,0.00896310806274414,"(37, 596, 894, 1.1918262080591531e-06)",0.0044329166412353516,"(17, 187, 299, 5.668620999441498e-06)"
181,0.003203153610229492,"(51, 226, 327, 1.1228275590715787e-06)",0.03590083122253418,"(23, 908, 1618, 8.434536135830307e-06)"
182,0.0082550048828125,"(52, 531, 810, 1.2285915421850888e-06)",0.041635990142822266,"(22, 1027, 1794, 9.57767567374103e-06)"
183,0.007645130157470703,"(47, 507, 778, 1.187496136270636e-06)",0.013701915740966797,"(21, 462, 816, 7.199306114047181e-06)"
184,0.013839006423950195,"(58, 919, 1406, 1.1468171055930777e-06)",0.06344819068908691,"(24, 1559, 2837, 9.969543898067803e-06)"
185,0.02195882797241211,"(71, 959, 1472, 1.1948463709458061e-06)",0.14112329483032227,"(27, 3248, 6241, 1.1216293369189915e-05)"
186,0.017879009246826172,"(41, 733, 1117, 1.175871040528655e-06)",0.019578218460083008,"(23, 606, 1098, 7.61810330528162e-06)"
187,0.0030891895294189453,"(49, 231, 338, 1.1095633873572717e-06)",0.051132917404174805,"(23, 1348, 2282, 9.40029502019456e-06)"
188,0.010236024856567383,"(54, 670, 1015, 1.2075959755282097e-06)",0.037986040115356445,"(24, 1088, 1971, 9.235907544465552e-06)"
189,0.02340221405029297,"(64, 1138, 1738, 1.1953852119050723e-06)",0.03569388389587402,"(24, 1059, 1885, 8.845771971684869e-06)"
190,0.013737916946411133,"(48, 524, 806, 1.1823313407803292e-06)",0.053131103515625,"(24, 1485, 2689, 9.857974295369662e-06)"
191,0.01655292510986328,"(59, 686, 1041, 1.171938395065029e-06)",0.1261591911315918,"(27, 2978, 5623, 1.088164782536829e-05)"
192,0.006893634796142578,"(44, 441, 665, 1.231889079387923e-06)",0.0021140575408935547,"(18, 107, 166, 3.5877687385283322e-06)"
193,0.015536069869995117,"(67, 590, 883, 1.1472712826755823e-06)",0.009591817855834961,"(21, 343, 592, 6.418775867771458e-06)"
194,0.01979804039001465,"(81, 1234, 1970, 1.2002015476904544e-06)",0.004847288131713867,"(19, 189, 323, 5.194277217144568e-06)"
195,0.002412080764770508,"(51, 174, 259, 1.0761054786475928e-06)",0.044487953186035156,"(23, 1127, 1949, 9.556682737378844e-06)"
196,0.014121055603027344,"(60, 865, 1368, 1.2295636517262598e-06)",0.3212401866912842,"(28, 6017, 12144, 1.2488959649177723e-05)"
197,0.006888389587402344,"(53, 481, 716, 1.1188357901972765e-06)",0.031006813049316406,"(23, 956, 1665, 8.705643204239396e-06)"
198,0.00767207145690918,"(62, 489, 754, 1.2278240618718398e-06)",0.0008969306945800781,"(16, 42, 73, 3.556682638926049e-06)"
199,0.0034401416778564453,"(33, 241, 351, 1.1132992910184072e-06)",0.010210037231445312,"(21, 388, 611, 6.594946653675135e-06)"
200,0.0017650127410888672,"(23, 130, 183, 1.1295568747598616e-06)",0.0016140937805175781,"(17, 79, 121, 4.106316684691374e-06)"
